INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2025-02-03 12:00:00+00:00,2025-02-03 13:00:00+00:00,2025-02-03,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.66237,6
2025-02-03 13:00:00+00:00,2025-02-03 14:00:00+00:00,2025-02-03,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,45.65544,6
2025-02-03 14:00:00+00:00,2025-02-03 15:00:00+00:00,2025-02-03,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,59.50036,6
2025-02-03 15:00:00+00:00,2025-02-03 16:00:00+00:00,2025-02-03,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,54.73404,6
2025-02-03 16:00:00+00:00,2025-02-03 17:00:00+00:00,2025-02-03,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,36.82257,6
2025-02-03 17:00:00+00:00,2025-02-03 18:00:00+00:00,2025-02-03,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,24.38116,6
2025-02-03 18:00:00+00:00,2025-02-03 19:00:00+00:00,2025-02-03,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,21.89722,6
2025-02-03 19:00:00+00:00,2025-02-03 20:00:00+00:00,2025-02-03,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,20.78455,6
2025-02-03 20:00:00+00:00,2025-02-03 21:00:00+00:00,2025-02-03,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,20.43695,6
2025-02-03 21:00:00+00:00,2025-02-03 22:00:00+00:00,2025-02-03,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,20.90581,6
2025-02-03 22:00:00+00:00,2025-02-03 23:00:00+00:00,2025-02-03,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,20.59751,6
2025-02-03 23:00:00+00:00,2025-02-04 00:00:00+00:00,2025-02-03,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,28.22422,6
2025-02-04 00:00:00+00:00,2025-02-04 01:00:00+00:00,2025-02-03,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,52.23042,1
2025-02-04 01:00:00+00:00,2025-02-04 02:00:00+00:00,2025-02-03,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,58.54645,1
2025-02-04 02:00:00+00:00,2025-02-04 03:00:00+00:00,2025-02-03,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,57.86292,1
2025-02-04 03:00:00+00:00,2025-02-04 04:00:00+00:00,2025-02-03,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,56.31258,1
2025-02-04 04:00:00+00:00,2025-02-04 05:00:00+00:00,2025-02-03,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,55.95251,1
2025-02-04 05:00:00+00:00,2025-02-04 06:00:00+00:00,2025-02-03,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,54.6281,1
2025-02-04 06:00:00+00:00,2025-02-04 07:00:00+00:00,2025-02-03,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,47.52181,1
2025-02-04 07:00:00+00:00,2025-02-04 08:00:00+00:00,2025-02-03,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,46.41221,1
2025-02-04 08:00:00+00:00,2025-02-04 09:00:00+00:00,2025-02-04,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,55.45664,6
2025-02-04 09:00:00+00:00,2025-02-04 10:00:00+00:00,2025-02-04,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.45044,6
2025-02-04 10:00:00+00:00,2025-02-04 11:00:00+00:00,2025-02-04,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,48.10481,6
2025-02-04 11:00:00+00:00,2025-02-04 12:00:00+00:00,2025-02-04,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,47.29271,6
2025-02-04 12:00:00+00:00,2025-02-04 13:00:00+00:00,2025-02-04,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,48.34225,6
2025-02-04 13:00:00+00:00,2025-02-04 14:00:00+00:00,2025-02-04,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,55.74563,6
2025-02-04 14:00:00+00:00,2025-02-04 15:00:00+00:00,2025-02-04,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,62.07554,6
2025-02-04 15:00:00+00:00,2025-02-04 16:00:00+00:00,2025-02-04,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,55.31819,6
2025-02-04 16:00:00+00:00,2025-02-04 17:00:00+00:00,2025-02-04,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,30.09163,6
2025-02-04 17:00:00+00:00,2025-02-04 18:00:00+00:00,2025-02-04,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,17.89518,6
2025-02-04 18:00:00+00:00,2025-02-04 19:00:00+00:00,2025-02-04,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,11.42514,6
2025-02-04 19:00:00+00:00,2025-02-04 20:00:00+00:00,2025-02-04,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,9.67031,6
2025-02-04 20:00:00+00:00,2025-02-04 21:00:00+00:00,2025-02-04,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,9.69221,6
2025-02-04 21:00:00+00:00,2025-02-04 22:00:00+00:00,2025-02-04,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,8.43456,6
2025-02-04 22:00:00+00:00,2025-02-04 23:00:00+00:00,2025-02-04,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,9.10238,6
2025-02-04 23:00:00+00:00,2025-02-05 00:00:00+00:00,2025-02-04,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,19.70653,6
2025-02-05 00:00:00+00:00,2025-02-05 01:00:00+00:00,2025-02-04,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,53.79764,1
2025-02-05 01:00:00+00:00,2025-02-05 02:00:00+00:00,2025-02-04,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,60.54222,1
2025-02-05 02:00:00+00:00,2025-02-05 03:00:00+00:00,2025-02-04,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,59.92053,1
2025-02-05 03:00:00+00:00,2025-02-05 04:00:00+00:00,2025-02-04,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,59.47729,1
2025-02-05 04:00:00+00:00,2025-02-05 05:00:00+00:00,2025-02-04,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,59.20692,1
2025-02-05 05:00:00+00:00,2025-02-05 06:00:00+00:00,2025-02-04,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,57.67774,1
2025-02-05 06:00:00+00:00,2025-02-05 07:00:00+00:00,2025-02-04,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,56.6488,1
2025-02-05 07:00:00+00:00,2025-02-05 08:00:00+00:00,2025-02-04,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,52.08781,1
2025-02-05 08:00:00+00:00,2025-02-05 09:00:00+00:00,2025-02-05,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,43.89706,6
2025-02-05 09:00:00+00:00,2025-02-05 10:00:00+00:00,2025-02-05,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.58167,6
2025-02-05 10:00:00+00:00,2025-02-05 11:00:00+00:00,2025-02-05,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.53027,6
2025-02-05 11:00:00+00:00,2025-02-05 12:00:00+00:00,2025-02-05,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.58136,6
2025-02-05 12:00:00+00:00,2025-02-05 13:00:00+00:00,2025-02-05,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,42.79966,6
2025-02-05 13:00:00+00:00,2025-02-05 14:00:00+00:00,2025-02-05,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,52.02045,6
2025-02-05 14:00:00+00:00,2025-02-05 15:00:00+00:00,2025-02-05,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,57.85683,6
2025-02-05 15:00:00+00:00,2025-02-05 16:00:00+00:00,2025-02-05,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,53.7329,6
2025-02-05 16:00:00+00:00,2025-02-05 17:00:00+00:00,2025-02-05,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,33.47422,6
2025-02-05 17:00:00+00:00,2025-02-05 18:00:00+00:00,2025-02-05,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,25.4255,6
2025-02-05 18:00:00+00:00,2025-02-05 19:00:00+00:00,2025-02-05,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,20.69451,6
2025-02-05 19:00:00+00:00,2025-02-05 20:00:00+00:00,2025-02-05,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,14.79895,6
2025-02-05 20:00:00+00:00,2025-02-05 21:00:00+00:00,2025-02-05,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,12.6143,6
2025-02-05 21:00:00+00:00,2025-02-05 22:00:00+00:00,2025-02-05,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,5.88231,6
2025-02-05 22:00:00+00:00,2025-02-05 23:00:00+00:00,2025-02-05,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,5.41474,6
2025-02-05 23:00:00+00:00,2025-02-06 00:00:00+00:00,2025-02-05,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,12.62552,6
2025-02-06 00:00:00+00:00,2025-02-06 01:00:00+00:00,2025-02-05,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,44.57204,1
2025-02-06 01:00:00+00:00,2025-02-06 02:00:00+00:00,2025-02-05,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,56.41045,1
2025-02-06 02:00:00+00:00,2025-02-06 03:00:00+00:00,2025-02-05,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,57.15753,1
2025-02-06 03:00:00+00:00,2025-02-06 04:00:00+00:00,2025-02-05,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,56.38588,1
2025-02-06 04:00:00+00:00,2025-02-06 05:00:00+00:00,2025-02-05,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,58.37869,1
2025-02-06 05:00:00+00:00,2025-02-06 06:00:00+00:00,2025-02-05,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,57.05466,1
2025-02-06 06:00:00+00:00,2025-02-06 07:00:00+00:00,2025-02-05,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,54.80776,1
2025-02-06 07:00:00+00:00,2025-02-06 08:00:00+00:00,2025-02-05,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.78582,1
2025-02-06 08:00:00+00:00,2025-02-06 09:00:00+00:00,2025-02-06,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,43.87249,6
2025-02-06 09:00:00+00:00,2025-02-06 10:00:00+00:00,2025-02-06,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,42.17749,6
2025-02-06 10:00:00+00:00,2025-02-06 11:00:00+00:00,2025-02-06,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.96781,6
2025-02-06 11:00:00+00:00,2025-02-06 12:00:00+00:00,2025-02-06,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,42.00324,6
2025-02-06 12:00:00+00:00,2025-02-06 13:00:00+00:00,2025-02-06,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,43.73787,6
2025-02-06 13:00:00+00:00,2025-02-06 14:00:00+00:00,2025-02-06,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.30488,6
2025-02-06 14:00:00+00:00,2025-02-06 15:00:00+00:00,2025-02-06,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,58.93139,6
2025-02-06 15:00:00+00:00,2025-02-06 16:00:00+00:00,2025-02-06,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,52.51035,6
2025-02-06 16:00:00+00:00,2025-02-06 17:00:00+00:00,2025-02-06,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,27.52997,6
2025-02-06 17:00:00+00:00,2025-02-06 18:00:00+00:00,2025-02-06,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,10.35342,6
2025-02-06 18:00:00+00:00,2025-02-06 19:00:00+00:00,2025-02-06,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,6.10936,6
2025-02-06 19:00:00+00:00,2025-02-06 20:00:00+00:00,2025-02-06,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,4.55095,6
2025-02-06 20:00:00+00:00,2025-02-06 21:00:00+00:00,2025-02-06,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,3.47039,6
2025-02-06 21:00:00+00:00,2025-02-06 22:00:00+00:00,2025-02-06,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,2.38256,6
2025-02-06 22:00:00+00:00,2025-02-06 23:00:00+00:00,2025-02-06,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,5.15766,6
2025-02-06 23:00:00+00:00,2025-02-07 00:00:00+00:00,2025-02-06,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,12.29145,6
2025-02-07 00:00:00+00:00,2025-02-07 01:00:00+00:00,2025-02-06,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,48.99831,1
2025-02-07 01:00:00+00:00,2025-02-07 02:00:00+00:00,2025-02-06,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,56.75978,1
2025-02-07 02:00:00+00:00,2025-02-07 03:00:00+00:00,2025-02-06,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,56.40231,1
2025-02-07 03:00:00+00:00,2025-02-07 04:00:00+00:00,2025-02-06,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,56.28579,1
2025-02-07 04:00:00+00:00,2025-02-07 05:00:00+00:00,2025-02-06,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,55.31321,1
2025-02-07 05:00:00+00:00,2025-02-07 06:00:00+00:00,2025-02-06,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,54.56454,1
2025-02-07 06:00:00+00:00,2025-02-07 07:00:00+00:00,2025-02-06,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,47.2775,1
2025-02-07 07:00:00+00:00,2025-02-07 08:00:00+00:00,2025-02-06,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,44.20732,1
2025-02-07 08:00:00+00:00,2025-02-07 09:00:00+00:00,2025-02-07,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.72938,6
2025-02-07 09:00:00+00:00,2025-02-07 10:00:00+00:00,2025-02-07,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.5409,6
2025-02-07 10:00:00+00:00,2025-02-07 11:00:00+00:00,2025-02-07,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.27447,6
2025-02-07 11:00:00+00:00,2025-02-07 12:00:00+00:00,2025-02-07,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.4189,6
2025-02-07 12:00:00+00:00,2025-02-07 13:00:00+00:00,2025-02-07,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,45.41106,6
2025-02-07 13:00:00+00:00,2025-02-07 14:00:00+00:00,2025-02-07,6,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,48.855,6
2025-02-07 14:00:00+00:00,2025-02-07 15:00:00+00:00,2025-02-07,7,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,54.46507,6
2025-02-07 15:00:00+00:00,2025-02-07 16:00:00+00:00,2025-02-07,8,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.62047,6
2025-02-07 16:00:00+00:00,2025-02-07 17:00:00+00:00,2025-02-07,9,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,26.87181,6
2025-02-07 17:00:00+00:00,2025-02-07 18:00:00+00:00,2025-02-07,10,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,10.50779,6
2025-02-07 18:00:00+00:00,2025-02-07 19:00:00+00:00,2025-02-07,11,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,3.80627,6
2025-02-07 19:00:00+00:00,2025-02-07 20:00:00+00:00,2025-02-07,12,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,-0.22523,6
2025-02-07 20:00:00+00:00,2025-02-07 21:00:00+00:00,2025-02-07,13,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,-2.65623,6
2025-02-07 21:00:00+00:00,2025-02-07 22:00:00+00:00,2025-02-07,14,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,-4.42612,6
2025-02-07 22:00:00+00:00,2025-02-07 23:00:00+00:00,2025-02-07,15,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,-3.83514,6
2025-02-07 23:00:00+00:00,2025-02-08 00:00:00+00:00,2025-02-07,16,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,2.96649,6
2025-02-08 00:00:00+00:00,2025-02-08 01:00:00+00:00,2025-02-07,17,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,36.87165,1
2025-02-08 01:00:00+00:00,2025-02-08 02:00:00+00:00,2025-02-07,18,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.0153,1
2025-02-08 02:00:00+00:00,2025-02-08 03:00:00+00:00,2025-02-07,19,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,50.1248,1
2025-02-08 03:00:00+00:00,2025-02-08 04:00:00+00:00,2025-02-07,20,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,47.48814,1
2025-02-08 04:00:00+00:00,2025-02-08 05:00:00+00:00,2025-02-07,21,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,46.63361,1
2025-02-08 05:00:00+00:00,2025-02-08 06:00:00+00:00,2025-02-07,22,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,45.83473,1
2025-02-08 06:00:00+00:00,2025-02-08 07:00:00+00:00,2025-02-07,23,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,45.2827,1
2025-02-08 07:00:00+00:00,2025-02-08 08:00:00+00:00,2025-02-07,24,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,41.43051,1
2025-02-08 08:00:00+00:00,2025-02-08 09:00:00+00:00,2025-02-08,1,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,40.5836,6
2025-02-08 09:00:00+00:00,2025-02-08 10:00:00+00:00,2025-02-08,2,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,40.39673,6
2025-02-08 10:00:00+00:00,2025-02-08 11:00:00+00:00,2025-02-08,3,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,39.30913,6
2025-02-08 11:00:00+00:00,2025-02-08 12:00:00+00:00,2025-02-08,4,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,39.17805,6
2025-02-08 12:00:00+00:00,2025-02-08 13:00:00+00:00,2025-02-08,5,0,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,DAM,LMP,LMP_PRC,0096WD_7_N001,ALL,1,40.44813,6
